,Name,Population,Sq Mi,X,Y,Zip Code,Date,Total Case
4830,Depew,25714,9.15,42.89925,-78.70735,14043,10/6/20,161
4831,Derby,6463,12.32,42.69266,-78.9934,14047,10/6/20,26
4832,East Amherst,20690,16.19,43.0442,-78.695,14051,10/6/20,168
4833,East Aurora,17482,62.71,42.775,-78.5753,14052,10/6/20,294
4834,East Concord,1312,29.7,42.5468,-78.5954,14055,10/6/20,2
4835,Eden,7934,48.1,42.652283,-78.89698,14057,10/6/20,88
4836,Elma,9381,26.72,42.8255,-78.62666,14059,10/6/20,59
4837,Getzville,8374,3.8,43.0269,-78.762,14068,10/6/20,207
4838,Glenwood,678,5.42,42.6057,-78.6191,14069,10/6/20,4
4839,Gowanda,7706,44.41,42.44377,-78.90769,14070,10/6/20,21
4840,Grand Island,20809,33.26,43.0119,-78.9559,14072,10/6/20,178
4841,Hamburg,43111,38.97,42.716,-78.82434,14075,10/6/20,349
4842,Holland,4460,50.61,42.6405,-78.5435,14080,10/6/20,27
4843,Irving,3204,40.63,42.4617,-79.027,14081,10/6/20,8
4844,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,10/6/20,45
4845,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,10/6/20,311
4846,Lawtons,1086,22.21,42.5386,-78.9061,14091,10/6/20,3
4847,Marilla,1244,4.86,42.8368,-78.5573,14102,10/6/20,10
4848,North Collins,3482,32.93,42.581,-78.8707,14111,10/6/20,28
4849,Orchard Park,30810,40.39,42.7429,-78.7569,14127,10/6/20,301
4850,Sardinia,139,2.42,42.5276,-78.5045,14134,10/6/20,1
4851,South Wales,2371,23.28,42.69757,-78.5433,14139,10/6/20,6
4852,Springville,7799,73.22,42.5329,-78.7157,14141,10/6/20,53
4853,Strykersville,1405,26.97,42.7296,-78.41938,14145,10/6/20,0
4854,Tonawanda,40850,17.07,42.99298,-78.8812,14150,10/6/20,374
4855,West Falls,2270,13.31,42.7087,-78.6647,14170,10/6/20,8
4856,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,10/6/20,297
4857,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,10/6/20,47
4858,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,10/6/20,34
4859,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,10/6/20,193
4860,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,10/6/20,217
4861,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,10/6/20,606
4862,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,10/6/20,303
4863,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,10/6/20,278
4864,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,10/6/20,152
4865,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,10/6/20,447
4866,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,10/6/20,193
4867,West Side,26700,2.82,42.9166,-78.8919,14213,10/6/20,523
4868,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,10/6/20,424
4869,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,10/6/20,960
4870,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,10/6/20,272
4871,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,10/6/20,285
4872,Lackawana,18590,8.07,42.8155,-78.8112,14218,10/6/20,253
4873,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,10/6/20,91
4874,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,10/6/20,203
4875,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,10/6/20,690
4876,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,10/6/20,127
4877,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,10/6/20,202
4878,West Seneca,41070,20.19,42.83744,-78.7429,14224,10/6/20,352
4879,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,10/6/20,357
4880,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,10/6/20,342
4881,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,10/6/20,349
4882,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,10/6/20,262
4883,UB North Campus (Amherst),1670,0.97,,,14260,10/6/20,73
4884,Akron,9549,59.61,43.0414,-78.4963,14001,10/7/20,48
4885,Alden,12851,46.68,42.894668,-78.4833,14004,10/7/20,89
4886,Angola,10113,28.86,42.6361,-79.02794,14006,10/7/20,56
4887,Basom,1923,41.17,43.0811,-78.4012,14013,10/7/20,0
4888,Boston,3060,23.54,42.6214,-78.7217,14025,10/7/20,18
4889,Bowmansville,910,0.79,42.9441,-78.6867,14026,10/7/20,6
4890,Chaffee,1867,20.9,42.5737,-78.507,14030,10/7/20,3
4891,Clarence,10145,20.83,42.993,-78.607,14031,10/7/20,105
4892,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,10/7/20,79
4893,Colden,2396,19.96,42.6521,-78.6869,14033,10/7/20,6
4894,Collins,1922,26.0,42.49089,-78.8573,14034,10/7/20,5
4895,Cowlesville,1081,17.91,42.8054,-78.4507,14037,10/7/20,1
4896,Depew,25714,9.15,42.89925,-78.70735,14043,10/7/20,163
4897,Derby,6463,12.32,42.69266,-78.9934,14047,10/7/20,26
4898,East Amherst,20690,16.19,43.0442,-78.695,14051,10/7/20,170
4899,East Aurora,17482,62.71,42.775,-78.5753,14052,10/7/20,294
4900,East Concord,1312,29.7,42.5468,-78.5954,14055,10/7/20,2
4901,Eden,7934,48.1,42.652283,-78.89698,14057,10/7/20,87
4902,Elma,9381,26.72,42.8255,-78.62666,14059,10/7/20,60
4903,Getzville,8374,3.8,43.0269,-78.762,14068,10/7/20,208
4904,Glenwood,678,5.42,42.6057,-78.6191,14069,10/7/20,4
4905,Gowanda,7706,44.41,42.44377,-78.90769,14070,10/7/20,20
4906,Grand Island,20809,33.26,43.0119,-78.9559,14072,10/7/20,179
4907,Hamburg,43111,38.97,42.716,-78.82434,14075,10/7/20,354
4908,Holland,4460,50.61,42.6405,-78.5435,14080,10/7/20,27
4909,Irving,3204,40.63,42.4617,-79.027,14081,10/7/20,8
4910,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,10/7/20,45
4911,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,10/7/20,312
4912,Lawtons,1086,22.21,42.5386,-78.9061,14091,10/7/20,3
4913,Marilla,1244,4.86,42.8368,-78.5573,14102,10/7/20,10
4914,North Collins,3482,32.93,42.581,-78.8707,14111,10/7/20,28
4915,Orchard Park,30810,40.39,42.7429,-78.7569,14127,10/7/20,304
4916,Sardinia,139,2.42,42.5276,-78.5045,14134,10/7/20,1
4917,South Wales,2371,23.28,42.69757,-78.5433,14139,10/7/20,6
4918,Springville,7799,73.22,42.5329,-78.7157,14141,10/7/20,54
4919,Strykersville,1405,26.97,42.7296,-78.41938,14145,10/7/20,0
4920,Tonawanda,40850,17.07,42.99298,-78.8812,14150,10/7/20,376
4921,West Falls,2270,13.31,42.7087,-78.6647,14170,10/7/20,8
4922,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,10/7/20,300
4923,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,10/7/20,47
4924,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,10/7/20,34
4925,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,10/7/20,194
4926,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,10/7/20,218
4927,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,10/7/20,606
4928,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,10/7/20,303
4929,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,10/7/20,280
4930,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,10/7/20,154
4931,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,10/7/20,449
4932,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,10/7/20,195
4933,West Side,26700,2.82,42.9166,-78.8919,14213,10/7/20,527
4934,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,10/7/20,437
4935,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,10/7/20,967
4936,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,10/7/20,273
4937,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,10/7/20,287
4938,Lackawana,18590,8.07,42.8155,-78.8112,14218,10/7/20,259
4939,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,10/7/20,91
4940,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,10/7/20,206
4941,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,10/7/20,707
4942,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,10/7/20,130
4943,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,10/7/20,204
4944,West Seneca,41070,20.19,42.83744,-78.7429,14224,10/7/20,355
4945,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,10/7/20,360
4946,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,10/7/20,344
4947,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,10/7/20,349
4948,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,10/7/20,270
4949,UB North Campus (Amherst),1670,0.97,,,14260,10/7/20,78
4950,Akron,9549,59.61,43.0414,-78.4963,14001,10/11/20,48
4951,Alden,12851,46.68,42.894668,-78.4833,14004,10/11/20,89
4952,Angola,10113,28.86,42.6361,-79.02794,14006,10/11/20,56
4953,Basom,1923,41.17,43.0811,-78.4012,14013,10/11/20,0
4954,Boston,3060,23.54,42.6214,-78.7217,14025,10/11/20,18
4955,Bowmansville,910,0.79,42.9441,-78.6867,14026,10/11/20,6
4956,Chaffee,1867,20.9,42.5737,-78.507,14030,10/11/20,3
4957,Clarence,10145,20.83,42.993,-78.607,14031,10/11/20,105
4958,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,10/11/20,79
4959,Colden,2396,19.96,42.6521,-78.6869,14033,10/11/20,6
4960,Collins,1922,26.0,42.49089,-78.8573,14034,10/11/20,5
4961,Cowlesville,1081,17.91,42.8054,-78.4507,14037,10/11/20,1
4962,Depew,25714,9.15,42.89925,-78.70735,14043,10/11/20,163
4963,Derby,6463,12.32,42.69266,-78.9934,14047,10/11/20,26
4964,East Amherst,20690,16.19,43.0442,-78.695,14051,10/11/20,170
4965,East Aurora,17482,62.71,42.775,-78.5753,14052,10/11/20,294
4966,East Concord,1312,29.7,42.5468,-78.5954,14055,10/11/20,2
4967,Eden,7934,48.1,42.652283,-78.89698,14057,10/11/20,87
4968,Elma,9381,26.72,42.8255,-78.62666,14059,10/11/20,60
4969,Getzville,8374,3.8,43.0269,-78.762,14068,10/11/20,208
4970,Glenwood,678,5.42,42.6057,-78.6191,14069,10/11/20,4
4971,Gowanda,7706,44.41,42.44377,-78.90769,14070,10/11/20,20
4972,Grand Island,20809,33.26,43.0119,-78.9559,14072,10/11/20,179
4973,Hamburg,43111,38.97,42.716,-78.82434,14075,10/11/20,354
4974,Holland,4460,50.61,42.6405,-78.5435,14080,10/11/20,27
4975,Irving,3204,40.63,42.4617,-79.027,14081,10/11/20,8
4976,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,10/11/20,45
4977,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,10/11/20,312
4978,Lawtons,1086,22.21,42.5386,-78.9061,14091,10/11/20,3
4979,Marilla,1244,4.86,42.8368,-78.5573,14102,10/11/20,10
4980,North Collins,3482,32.93,42.581,-78.8707,14111,10/11/20,28
4981,Orchard Park,30810,40.39,42.7429,-78.7569,14127,10/11/20,304
4982,Sardinia,139,2.42,42.5276,-78.5045,14134,10/11/20,1
4983,South Wales,2371,23.28,42.69757,-78.5433,14139,10/11/20,6
4984,Springville,7799,73.22,42.5329,-78.7157,14141,10/11/20,54
4985,Strykersville,1405,26.97,42.7296,-78.41938,14145,10/11/20,0
4986,Tonawanda,40850,17.07,42.99298,-78.8812,14150,10/11/20,376
4987,West Falls,2270,13.31,42.7087,-78.6647,14170,10/11/20,8
4988,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,10/11/20,300
4989,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,10/11/20,47
4990,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,10/11/20,34
4991,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,10/11/20,194
4992,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,10/11/20,218
4993,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,10/11/20,606
4994,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,10/11/20,303
4995,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,10/11/20,280
4996,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,10/11/20,154
4997,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,10/11/20,449
4998,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,10/11/20,195
4999,West Side,26700,2.82,42.9166,-78.8919,14213,10/11/20,527
5000,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,10/11/20,437
5001,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,10/11/20,967
5002,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,10/11/20,273
5003,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,10/11/20,287
5004,Lackawana,18590,8.07,42.8155,-78.8112,14218,10/11/20,259
5005,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,10/11/20,91
5006,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,10/11/20,206
5007,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,10/11/20,707
5008,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,10/11/20,130
5009,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,10/11/20,204
5010,West Seneca,41070,20.19,42.83744,-78.7429,14224,10/11/20,355
5011,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,10/11/20,360
5012,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,10/11/20,344
5013,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,10/11/20,349
5014,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,10/11/20,270
5015,UB North Campus (Amherst),1670,0.97,,,14260,10/11/20,78
5016,Akron,9549,59.61,43.0414,-78.4963,14001,10/12/20,48
5017,Alden,12851,46.68,42.894668,-78.4833,14004,10/12/20,89
5018,Angola,10113,28.86,42.6361,-79.02794,14006,10/12/20,57
5019,Basom,1923,41.17,43.0811,-78.4012,14013,10/12/20,0
5020,Boston,3060,23.54,42.6214,-78.7217,14025,10/12/20,18
5021,Bowmansville,910,0.79,42.9441,-78.6867,14026,10/12/20,7
5022,Chaffee,1867,20.9,42.5737,-78.507,14030,10/12/20,3
5023,Clarence,10145,20.83,42.993,-78.607,14031,10/12/20,107
5024,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,10/12/20,83
5025,Colden,2396,19.96,42.6521,-78.6869,14033,10/12/20,5
5026,Collins,1922,26.0,42.49089,-78.8573,14034,10/12/20,5
5027,Cowlesville,1081,17.91,42.8054,-78.4507,14037,10/12/20,1
5028,Depew,25714,9.15,42.89925,-78.70735,14043,10/12/20,164
5029,Derby,6463,12.32,42.69266,-78.9934,14047,10/12/20,26
5030,East Amherst,20690,16.19,43.0442,-78.695,14051,10/12/20,173
5031,East Aurora,17482,62.71,42.775,-78.5753,14052,10/12/20,297
5032,East Concord,1312,29.7,42.5468,-78.5954,14055,10/12/20,3
5033,Eden,7934,48.1,42.652283,-78.89698,14057,10/12/20,87
5034,Elma,9381,26.72,42.8255,-78.62666,14059,10/12/20,60
5035,Getzville,8374,3.8,43.0269,-78.762,14068,10/12/20,208
5036,Glenwood,678,5.42,42.6057,-78.6191,14069,10/12/20,4
5037,Gowanda,7706,44.41,42.44377,-78.90769,14070,10/12/20,22
5038,Grand Island,20809,33.26,43.0119,-78.9559,14072,10/12/20,183
5039,Hamburg,43111,38.97,42.716,-78.82434,14075,10/12/20,359
5040,Holland,4460,50.61,42.6405,-78.5435,14080,10/12/20,28
5041,Irving,3204,40.63,42.4617,-79.027,14081,10/12/20,8
5042,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,10/12/20,45
5043,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,10/12/20,326
5044,Lawtons,1086,22.21,42.5386,-78.9061,14091,10/12/20,3
5045,Marilla,1244,4.86,42.8368,-78.5573,14102,10/12/20,10
5046,North Collins,3482,32.93,42.581,-78.8707,14111,10/12/20,29
5047,Orchard Park,30810,40.39,42.7429,-78.7569,14127,10/12/20,310
5048,Sardinia,139,2.42,42.5276,-78.5045,14134,10/12/20,1
5049,South Wales,2371,23.28,42.69757,-78.5433,14139,10/12/20,6
5050,Springville,7799,73.22,42.5329,-78.7157,14141,10/12/20,54
5051,Strykersville,1405,26.97,42.7296,-78.41938,14145,10/12/20,0
5052,Tonawanda,40850,17.07,42.99298,-78.8812,14150,10/12/20,381
5053,West Falls,2270,13.31,42.7087,-78.6647,14170,10/12/20,9
5054,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,10/12/20,308
5055,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,10/12/20,49
5056,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,10/12/20,34
5057,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,10/12/20,202
5058,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,10/12/20,222
5059,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,10/12/20,614
5060,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,10/12/20,306
5061,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,10/12/20,281
5062,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,10/12/20,155
5063,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,10/12/20,454
5064,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,10/12/20,200
5065,West Side,26700,2.82,42.9166,-78.8919,14213,10/12/20,547
5066,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,10/12/20,449
5067,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,10/12/20,981
5068,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,10/12/20,280
5069,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,10/12/20,291
5070,Lackawana,18590,8.07,42.8155,-78.8112,14218,10/12/20,264
5071,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,10/12/20,91
5072,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,10/12/20,210
5073,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,10/12/20,721
5074,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,10/12/20,141
5075,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,10/12/20,213
5076,West Seneca,41070,20.19,42.83744,-78.7429,14224,10/12/20,363
5077,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,10/12/20,366
5078,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,10/12/20,350
5079,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,10/12/20,354
5080,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,10/12/20,289
5081,UB North Campus (Amherst),1670,0.97,,,14260,10/12/20,80
5082,Akron,9549,59.61,43.0414,-78.4963,14001,10/13/20,48
5083,Alden,12851,46.68,42.894668,-78.4833,14004,10/13/20,89
5084,Angola,10113,28.86,42.6361,-79.02794,14006,10/13/20,57
5085,Basom,1923,41.17,43.0811,-78.4012,14013,10/13/20,0
5086,Boston,3060,23.54,42.6214,-78.7217,14025,10/13/20,18
5087,Bowmansville,910,0.79,42.9441,-78.6867,14026,10/13/20,7
5088,Chaffee,1867,20.9,42.5737,-78.507,14030,10/13/20,3
5089,Clarence,10145,20.83,42.993,-78.607,14031,10/13/20,107
5090,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,10/13/20,83
5091,Colden,2396,19.96,42.6521,-78.6869,14033,10/13/20,5
5092,Collins,1922,26.0,42.49089,-78.8573,14034,10/13/20,5
5093,Cowlesville,1081,17.91,42.8054,-78.4507,14037,10/13/20,1
5094,Depew,25714,9.15,42.89925,-78.70735,14043,10/13/20,164
5095,Derby,6463,12.32,42.69266,-78.9934,14047,10/13/20,26
5096,East Amherst,20690,16.19,43.0442,-78.695,14051,10/13/20,173
5097,East Aurora,17482,62.71,42.775,-78.5753,14052,10/13/20,297
5098,East Concord,1312,29.7,42.5468,-78.5954,14055,10/13/20,3
5099,Eden,7934,48.1,42.652283,-78.89698,14057,10/13/20,87
5100,Elma,9381,26.72,42.8255,-78.62666,14059,10/13/20,60
5101,Getzville,8374,3.8,43.0269,-78.762,14068,10/13/20,208
5102,Glenwood,678,5.42,42.6057,-78.6191,14069,10/13/20,4
5103,Gowanda,7706,44.41,42.44377,-78.90769,14070,10/13/20,22
5104,Grand Island,20809,33.26,43.0119,-78.9559,14072,10/13/20,183
5105,Hamburg,43111,38.97,42.716,-78.82434,14075,10/13/20,359
5106,Holland,4460,50.61,42.6405,-78.5435,14080,10/13/20,28
5107,Irving,3204,40.63,42.4617,-79.027,14081,10/13/20,8
5108,Evans (Lake View),7831,6.43,42.8957,-78.8878,14085,10/13/20,45
5109,Lancaster,33960,35.48,42.90584000000001,-78.6296,14086,10/13/20,326
5110,Lawtons,1086,22.21,42.5386,-78.9061,14091,10/13/20,3
5111,Marilla,1244,4.86,42.8368,-78.5573,14102,10/13/20,10
5112,North Collins,3482,32.93,42.581,-78.8707,14111,10/13/20,29
5113,Orchard Park,30810,40.39,42.7429,-78.7569,14127,10/13/20,310
5114,Sardinia,139,2.42,42.5276,-78.5045,14134,10/13/20,1
5115,South Wales,2371,23.28,42.69757,-78.5433,14139,10/13/20,6
5116,Springville,7799,73.22,42.5329,-78.7157,14141,10/13/20,54
5117,Strykersville,1405,26.97,42.7296,-78.41938,14145,10/13/20,0
5118,Tonawanda,40850,17.07,42.99298,-78.8812,14150,10/13/20,381
5119,West Falls,2270,13.31,42.7087,-78.6647,14170,10/13/20,9
5120,Allentown (Downtown),11502,1.02,42.8994,-78.8765,14201,10/13/20,308
5121,Waterfront/Dowtown (Fat Bobs/Dino BBQ/Pearl Street Bar),3969,0.82,42.88800000000001,-78.8762,14202,10/13/20,49
5122,Downtown (Main and Michigan to North),1724,2.8,42.8676,-78.87388,14203,10/13/20,34
5123,Downtown (Fruitbelt to First Ward),9233,1.7,42.88449,-78.8623,14204,10/13/20,202
5124,West Seneca (Kaisertown),20425,4.76,42.880699,-78.81424,14206,10/13/20,222
5125,Black Rock/Riverside/Upper West Side ,24197,3.87,42.951,-78.895,14207,10/13/20,614
5126,Hamlin Park (East Buffalo),10781,1.15,42.9155,-78.8515,14208,10/13/20,306
5127,Delaware (Main - Allen to Park),8509,1.14,42.917,-78.86399999999998,14209,10/13/20,281
5128,Larkin Square/Seneca (South),14095,3.87,42.86175,-78.83014,14210,10/13/20,155
5129,MLK Park (Buffalo/Cheektowaga),21831,3.61,42.90795,-78.81925,14211,10/13/20,454
5130,Broadway/Sloan,10262,2.41,42.8973,-78.81829,14212,10/13/20,200
5131,West Side,26700,2.82,42.9166,-78.8919,14213,10/13/20,547
5132,South Main St/FLR House (Buffalo (University)),19330,3.31,42.9387,-78.83975,14214,10/13/20,449
5133,South Campus (Buffalo East),38599,4.55,42.9334,-78.80815,14215,10/13/20,981
5134,Hertle/Lloyds,21800,2.84,42.9475,-78.8637,14216,10/13/20,280
5135,North Elmwood (Kenmore/Clay Handi),22536,3.14,42.9767,-78.8756,14217,10/13/20,291
5136,Lackawana,18590,8.07,42.8155,-78.8112,14218,10/13/20,264
5137,Blasdell (Wegmans),11999,6.63,42.7879,-78.8293,14219,10/13/20,91
5138,South Buffalo (South Park/Mercy Hospital of Buffalo),23821,4.4,42.84474,-78.82575,14220,10/13/20,210
5139,Williamsville (Amherst/Clarence),54529,22.92,42.9872,-78.7222,14221,10/13/20,721
5140,Elmwood Village,12807,1.02,42.9178,-78.8747,14222,10/13/20,141
5141,South Campus (Lincoln Park),23657,3.48,42.97428,-78.8478,14223,10/13/20,213
5142,West Seneca,41070,20.19,42.83744,-78.7429,14224,10/13/20,363
5143,Cheektowaga/Airport,33861,11.79,42.9267,-78.748,14225,10/13/20,366
5144,Amherst (Snyder/Eggertsville),28674,7.24,42.9761,-78.7937,14226,10/13/20,350
5145,Cheektowaga (Bellevue),22419,7.93,42.8855,-78.7448,14227,10/13/20,354
5146,North Campus/Sweethome/West Amherst,21775,15.28,43.038299,-78.778411,14228,10/13/20,289
5147,UB North Campus (Amherst),1670,0.97,,,14260,10/13/20,80
5148,Akron,9549,59.61,43.0414,-78.4963,14001,10/19/20,52
5149,Alden,12851,46.68,42.894668,-78.4833,14004,10/19/20,91
5150,Angola,10113,28.86,42.6361,-79.02794,14006,10/19/20,59
5151,Basom,1923,41.17,43.0811,-78.4012,14013,10/19/20,0
5152,Boston,3060,23.54,42.6214,-78.7217,14025,10/19/20,18
5153,Bowmansville,910,0.79,42.9441,-78.6867,14026,10/19/20,7
5154,Chaffee,1867,20.9,42.5737,-78.507,14030,10/19/20,3
5155,Clarence,10145,20.83,42.993,-78.607,14031,10/19/20,110
5156,Clarence Center (North),8964,25.14,43.04275,-78.6292,14032,10/19/20,83
5157,Colden,2396,19.96,42.6521,-78.6869,14033,10/19/20,5
5158,Collins,1922,26.0,42.49089,-78.8573,14034,10/19/20,6
5159,Cowlesville,1081,17.91,42.8054,-78.4507,14037,10/19/20,1
5160,Depew,25714,9.15,42.89925,-78.70735,14043,10/19/20,172
5161,Derby,6463,12.32,42.69266,-78.9934,14047,10/19/20,26
5162,East Amherst,20690,16.19,43.0442,-78.695,14051,10/19/20,179
5163,East Aurora,17482,62.71,42.775,-78.5753,14052,10/19/20,310
5164,East Concord,1312,29.7,42.5468,-78.5954,14055,10/19/20,3
5165,Eden,7934,48.1,42.652283,-78.89698,14057,10/19/20,87
5166,Elma,9381,26.72,42.8255,-78.62666,14059,10/19/20,62
5167,Getzville,8374,3.8,43.0269,-78.762,14068,10/19/20,213
5168,Glenwood,678,5.42,42.6057,-78.6191,14069,10/19/20,4
5169,Gowanda,7706,44.41,42.44377,-78.90769,14070,10/19/20,21
5170,Grand Island,20809,33.26,43.0119,-78.9559,14072,10/19/20,188
